applicant_id,month,due_date,paid_date,borrower_type
56,5,2024-05-02,2024-04-24,good
56,6,2024-06-02,2024-05-25,good
56,7,2024-07-02,2024-07-02,good
56,8,2024-08-02,2024-07-21,good
56,9,2024-09-02,2024-08-23,good
56,10,2024-10-02,2024-10-01,good
56,11,2024-11-02,2024-10-30,good
56,12,2024-12-02,2024-11-27,good
57,1,2024-01-02,2023-12-21,good
57,2,2024-02-02,2024-01-26,good
57,3,2024-03-02,2024-02-28,good
57,4,2024-04-02,2024-03-26,good
57,5,2024-05-02,2024-04-25,good
57,6,2024-06-02,2024-05-23,good
57,7,2024-07-02,2024-06-27,good
57,8,2024-08-02,2024-07-21,good
57,9,2024-09-02,2024-08-23,good
57,10,2024-10-02,2024-09-24,good
57,11,2024-11-02,2024-10-25,good
57,12,2024-12-02,2024-11-20,good
58,1,2024-01-02,2023-12-26,good
58,2,2024-02-02,2024-01-23,good
58,3,2024-03-02,2024-02-24,good
58,4,2024-04-02,2024-03-21,good
58,5,2024-05-02,2024-04-24,good
58,6,2024-06-02,2024-05-25,good
58,7,2024-07-02,2024-06-17,good
58,8,2024-08-02,2024-07-23,good
58,9,2024-09-02,2024-08-21,good
58,10,2024-10-02,2024-09-17,good
58,11,2024-11-02,2024-11-02,good
58,12,2024-12-02,2024-11-22,good
59,1,2024-01-02,2024-01-17,mixed
59,2,2024-02-02,2024-02-13,mixed
59,3,2024-03-02,2024-03-09,mixed
59,4,2024-04-02,2024-04-01,mixed
59,5,2024-05-02,2024-05-09,mixed
59,6,2024-06-02,2024-06-07,mixed
59,7,2024-07-02,2024-07-03,mixed
59,8,2024-08-02,2024-07-25,mixed
59,9,2024-09-02,2024-09-12,mixed
59,10,2024-10-02,2024-09-25,mixed
59,11,2024-11-02,2024-11-15,mixed
59,12,2024-12-02,2024-12-01,mixed
60,1,2024-01-02,2024-02-01,risky
60,2,2024-02-02,2024-02-17,risky
60,3,2024-03-02,2024-04-16,risky
60,4,2024-04-02,2024-06-01,risky
60,5,2024-05-02,2024-05-07,risky
60,6,2024-06-02,2024-06-17,risky
60,7,2024-07-02,2024-08-16,risky
60,8,2024-08-02,2024-09-01,risky
60,9,2024-09-02,2024-09-02,risky
60,10,2024-10-02,2024-11-01,risky
60,11,2024-11-02,2024-12-17,risky
60,12,2024-12-02,2025-01-01,risky
61,1,2024-01-02,2024-01-15,mixed
61,2,2024-02-02,2024-01-28,mixed
61,3,2024-03-02,2024-03-13,mixed
61,4,2024-04-02,2024-04-13,mixed
61,5,2024-05-02,2024-04-29,mixed
61,6,2024-06-02,2024-06-04,mixed
61,7,2024-07-02,2024-07-14,mixed
61,8,2024-08-02,2024-07-24,mixed
61,9,2024-09-02,2024-09-05,mixed
61,10,2024-10-02,2024-10-08,mixed
61,11,2024-11-02,2024-10-24,mixed
61,12,2024-12-02,2024-11-30,mixed
62,1,2024-01-02,2024-01-11,mixed
62,2,2024-02-02,2024-02-10,mixed
62,3,2024-03-02,2024-03-04,mixed
62,4,2024-04-02,2024-03-30,mixed
62,5,2024-05-02,2024-05-12,mixed
62,6,2024-06-02,2024-06-17,mixed
62,7,2024-07-02,2024-06-25,mixed
62,8,2024-08-02,2024-08-03,mixed
62,9,2024-09-02,2024-09-17,mixed
62,10,2024-10-02,2024-09-23,mixed
62,11,2024-11-02,2024-11-01,mixed
62,12,2024-12-02,2024-12-17,mixed
63,1,2024-01-02,2023-12-25,good
63,2,2024-02-02,2024-01-18,good
63,3,2024-03-02,2024-02-19,good
63,4,2024-04-02,2024-03-25,good
63,5,2024-05-02,2024-04-24,good
63,6,2024-06-02,2024-05-23,good
63,7,2024-07-02,2024-06-27,good
63,8,2024-08-02,2024-07-26,good
63,9,2024-09-02,2024-08-21,good
63,10,2024-10-02,2024-09-29,good
63,11,2024-11-02,2024-10-25,good
63,12,2024-12-02,2024-11-27,good
64,1,2024-01-02,2024-01-02,good
64,2,2024-02-02,2024-01-28,good
64,3,2024-03-02,2024-02-26,good
64,4,2024-04-02,2024-03-28,good
64,5,2024-05-02,2024-04-20,good
64,6,2024-06-02,2024-05-21,good
64,7,2024-07-02,2024-06-27,good
64,8,2024-08-02,2024-07-25,good
64,9,2024-09-02,2024-08-28,good
64,10,2024-10-02,2024-09-20,good
64,11,2024-11-02,2024-10-25,good
64,12,2024-12-02,2024-11-22,good
65,1,2024-01-02,2023-12-26,good
65,2,2024-02-02,2024-01-25,good
65,3,2024-03-02,2024-02-23,good
65,4,2024-04-02,2024-03-25,good
65,5,2024-05-02,2024-04-24,good
65,6,2024-06-02,2024-05-28,good
65,7,2024-07-02,2024-06-17,good
65,8,2024-08-02,2024-07-26,good
65,9,2024-09-02,2024-08-26,good
65,10,2024-10-02,2024-09-27,good
65,11,2024-11-02,2024-10-26,good
65,12,2024-12-02,2024-11-27,good
66,1,2024-01-02,2024-01-17,risky
66,2,2024-02-02,2024-02-07,risky
66,3,2024-03-02,2024-03-17,risky
66,4,2024-04-02,2024-04-17,risky
66,5,2024-05-02,2024-06-01,risky
66,6,2024-06-02,2024-07-17,risky
66,7,2024-07-02,2024-07-07,risky
66,8,2024-08-02,2024-08-07,risky
66,9,2024-09-02,2024-09-17,risky
66,10,2024-10-02,2024-11-01,risky
66,11,2024-11-02,2024-12-02,risky
66,12,2024-12-02,2024-12-07,risky
67,1,2024-01-02,2024-02-01,risky
67,2,2024-02-02,2024-02-02,risky
67,3,2024-03-02,2024-04-01,risky
67,4,2024-04-02,2024-05-02,risky
67,5,2024-05-02,2024-05-17,risky
67,6,2024-06-02,2024-06-07,risky
67,7,2024-07-02,2024-07-07,risky
67,8,2024-08-02,2024-08-07,risky
67,9,2024-09-02,2024-10-17,risky
67,10,2024-10-02,2024-11-16,risky
67,11,2024-11-02,2024-11-07,risky
67,12,2024-12-02,2024-12-07,risky
68,1,2024-01-02,2023-12-21,good
68,2,2024-02-02,2024-01-28,good
68,3,2024-03-02,2024-02-21,good
68,4,2024-04-02,2024-03-23,good
68,5,2024-05-02,2024-04-20,good
68,6,2024-06-02,2024-05-26,good
68,7,2024-07-02,2024-06-22,good
68,8,2024-08-02,2024-07-28,good
68,9,2024-09-02,2024-08-21,good
68,10,2024-10-02,2024-09-27,good
68,11,2024-11-02,2024-10-26,good
68,12,2024-12-02,2024-11-20,good
69,1,2024-01-02,2023-12-30,good
69,2,2024-02-02,2024-01-30,good
69,3,2024-03-02,2024-02-23,good
69,4,2024-04-02,2024-03-25,good
69,5,2024-05-02,2024-04-29,good
69,6,2024-06-02,2024-05-26,good
69,7,2024-07-02,2024-06-17,good
69,8,2024-08-02,2024-07-30,good
69,9,2024-09-02,2024-08-21,good
69,10,2024-10-02,2024-09-25,good
69,11,2024-11-02,2024-10-21,good
69,12,2024-12-02,2024-11-17,good
70,1,2024-01-02,2023-12-28,good
70,2,2024-02-02,2024-01-23,good
70,3,2024-03-02,2024-02-19,good
70,4,2024-04-02,2024-03-21,good
70,5,2024-05-02,2024-04-24,good
70,6,2024-06-02,2024-06-01,good
70,7,2024-07-02,2024-06-24,good
70,8,2024-08-02,2024-07-26,good
70,9,2024-09-02,2024-08-30,good
70,10,2024-10-02,2024-09-24,good
70,11,2024-11-02,2024-10-21,good
70,12,2024-12-02,2024-11-22,good
71,1,2024-01-02,2023-12-23,good
71,2,2024-02-02,2024-01-25,good
71,3,2024-03-02,2024-02-26,good
71,4,2024-04-02,2024-03-23,good
71,5,2024-05-02,2024-04-24,good
71,6,2024-06-02,2024-05-26,good
71,7,2024-07-02,2024-06-22,good
71,8,2024-08-02,2024-07-28,good
71,9,2024-09-02,2024-08-26,good
71,10,2024-10-02,2024-09-22,good
71,11,2024-11-02,2024-10-28,good
71,12,2024-12-02,2024-11-24,good
72,1,2024-01-02,2023-12-25,good
72,2,2024-02-02,2024-01-25,good
72,3,2024-03-02,2024-02-26,good
72,4,2024-04-02,2024-03-21,good
72,5,2024-05-02,2024-04-22,good
72,6,2024-06-02,2024-05-18,good
72,7,2024-07-02,2024-06-27,good
72,8,2024-08-02,2024-07-23,good
72,9,2024-09-02,2024-08-30,good
72,10,2024-10-02,2024-09-24,good
72,11,2024-11-02,2024-10-28,good
72,12,2024-12-02,2024-12-01,good
73,1,2024-01-02,2024-01-11,mixed
73,2,2024-02-02,2024-02-10,mixed
73,3,2024-03-02,2024-03-17,mixed
73,4,2024-04-02,2024-03-24,mixed
73,5,2024-05-02,2024-04-25,mixed
73,6,2024-06-02,2024-06-15,mixed
73,7,2024-07-02,2024-06-24,mixed
73,8,2024-08-02,2024-07-26,mixed
73,9,2024-09-02,2024-09-10,mixed
73,10,2024-10-02,2024-09-26,mixed
73,11,2024-11-02,2024-10-24,mixed
73,12,2024-12-02,2024-12-03,mixed
74,1,2024-01-02,2023-12-30,good
74,2,2024-02-02,2024-01-26,good
74,3,2024-03-02,2024-02-26,good
74,4,2024-04-02,2024-03-28,good
74,5,2024-05-02,2024-05-02,good
74,6,2024-06-02,2024-05-26,good
74,7,2024-07-02,2024-06-27,good
74,8,2024-08-02,2024-08-01,good
74,9,2024-09-02,2024-08-30,good
74,10,2024-10-02,2024-09-20,good
74,11,2024-11-02,2024-10-25,good
74,12,2024-12-02,2024-11-22,good
75,1,2024-01-02,2023-12-26,good
75,2,2024-02-02,2024-01-28,good
75,3,2024-03-02,2024-02-26,good
75,4,2024-04-02,2024-03-21,good
75,5,2024-05-02,2024-04-29,good
75,6,2024-06-02,2024-05-26,good
75,7,2024-07-02,2024-06-27,good
75,8,2024-08-02,2024-07-30,good
75,9,2024-09-02,2024-08-26,good
75,10,2024-10-02,2024-09-22,good
75,11,2024-11-02,2024-10-28,good
75,12,2024-12-02,2024-11-22,good
76,1,2024-01-02,2023-12-28,good
76,2,2024-02-02,2024-01-23,good
76,3,2024-03-02,2024-02-26,good
76,4,2024-04-02,2024-03-23,good
76,5,2024-05-02,2024-04-29,good
76,6,2024-06-02,2024-05-21,good
76,7,2024-07-02,2024-07-01,good
76,8,2024-08-02,2024-07-28,good
76,9,2024-09-02,2024-08-21,good
76,10,2024-10-02,2024-09-25,good
76,11,2024-11-02,2024-11-02,good
76,12,2024-12-02,2024-11-24,good
77,1,2024-01-02,2023-12-25,good
77,2,2024-02-02,2024-01-25,good
77,3,2024-03-02,2024-02-26,good
77,4,2024-04-02,2024-03-26,good
77,5,2024-05-02,2024-04-24,good
77,6,2024-06-02,2024-05-21,good
77,7,2024-07-02,2024-06-25,good
77,8,2024-08-02,2024-07-25,good
77,9,2024-09-02,2024-08-21,good
77,10,2024-10-02,2024-09-29,good
77,11,2024-11-02,2024-10-26,good
77,12,2024-12-02,2024-11-25,good
78,1,2024-01-02,2023-12-28,mixed
78,2,2024-02-02,2024-02-08,mixed
78,3,2024-03-02,2024-03-14,mixed
78,4,2024-04-02,2024-04-09,mixed
78,5,2024-05-02,2024-05-12,mixed
78,6,2024-06-02,2024-06-16,mixed
78,7,2024-07-02,2024-07-01,mixed
78,8,2024-08-02,2024-08-13,mixed
78,9,2024-09-02,2024-08-24,mixed
78,10,2024-10-02,2024-10-12,mixed
78,11,2024-11-02,2024-11-06,mixed
78,12,2024-12-02,2024-11-25,mixed
79,1,2024-01-02,2023-12-21,good
79,2,2024-02-02,2024-01-23,good
79,3,2024-03-02,2024-02-21,good
79,4,2024-04-02,2024-03-28,good
79,5,2024-05-02,2024-04-22,good
79,6,2024-06-02,2024-05-26,good
79,7,2024-07-02,2024-06-24,good
79,8,2024-08-02,2024-07-26,good
79,9,2024-09-02,2024-08-28,good
79,10,2024-10-02,2024-09-24,good
79,11,2024-11-02,2024-10-28,good
79,12,2024-12-02,2024-11-24,good
80,1,2024-01-02,2024-01-01,good
80,2,2024-02-02,2024-01-21,good
80,3,2024-03-02,2024-02-16,good
80,4,2024-04-02,2024-03-28,good
80,5,2024-05-02,2024-04-17,good
80,6,2024-06-02,2024-05-28,good
80,7,2024-07-02,2024-06-24,good
80,8,2024-08-02,2024-07-30,good
80,9,2024-09-02,2024-08-28,good
80,10,2024-10-02,2024-09-25,good
80,11,2024-11-02,2024-10-30,good
80,12,2024-12-02,2024-11-22,good
81,1,2024-01-02,2024-01-07,risky
81,2,2024-02-02,2024-02-17,risky
81,3,2024-03-02,2024-03-17,risky
81,4,2024-04-02,2024-04-17,risky
81,5,2024-05-02,2024-05-07,risky
81,6,2024-06-02,2024-07-17,risky
81,7,2024-07-02,2024-08-16,risky
81,8,2024-08-02,2024-10-01,risky
81,9,2024-09-02,2024-09-07,risky
81,10,2024-10-02,2024-11-01,risky
81,11,2024-11-02,2024-11-17,risky
81,12,2024-12-02,2024-12-17,risky
82,1,2024-01-02,2023-12-25,good
82,2,2024-02-02,2024-01-28,good
82,3,2024-03-02,2024-02-24,good
82,4,2024-04-02,2024-03-25,good
82,5,2024-05-02,2024-04-17,good
82,6,2024-06-02,2024-05-18,good
82,7,2024-07-02,2024-06-17,good
82,8,2024-08-02,2024-08-01,good
82,9,2024-09-02,2024-08-18,good
82,10,2024-10-02,2024-09-20,good
82,11,2024-11-02,2024-10-23,good
82,12,2024-12-02,2024-11-27,good
83,1,2024-01-02,2024-02-01,risky
83,2,2024-02-02,2024-03-03,risky
83,3,2024-03-02,2024-03-17,risky
83,4,2024-04-02,2024-04-07,risky
83,5,2024-05-02,2024-07-01,risky
83,6,2024-06-02,2024-07-02,risky
83,7,2024-07-02,2024-08-01,risky
83,8,2024-08-02,2024-09-01,risky
83,9,2024-09-02,2024-10-02,risky
83,10,2024-10-02,2024-11-01,risky
83,11,2024-11-02,2025-01-01,risky
83,12,2024-12-02,2025-01-16,risky
84,1,2024-01-02,2024-01-09,mixed
84,2,2024-02-02,2024-02-05,mixed
84,3,2024-03-02,2024-03-03,mixed
84,4,2024-04-02,2024-04-08,mixed
84,5,2024-05-02,2024-05-02,mixed
84,6,2024-06-02,2024-06-11,mixed
84,7,2024-07-02,2024-07-01,mixed
84,8,2024-08-02,2024-07-26,mixed
84,9,2024-09-02,2024-08-28,mixed
84,10,2024-10-02,2024-09-26,mixed
84,11,2024-11-02,2024-11-11,mixed
84,12,2024-12-02,2024-12-04,mixed
85,1,2024-01-02,2023-12-28,good
85,2,2024-02-02,2024-01-21,good
85,3,2024-03-02,2024-02-19,good
85,4,2024-04-02,2024-03-25,good
85,5,2024-05-02,2024-04-27,good
85,6,2024-06-02,2024-05-28,good
85,7,2024-07-02,2024-06-17,good
85,8,2024-08-02,2024-07-25,good
85,9,2024-09-02,2024-08-25,good
85,10,2024-10-02,2024-09-25,good
85,11,2024-11-02,2024-10-26,good
85,12,2024-12-02,2024-11-22,good
86,1,2024-01-02,2023-12-25,good
86,2,2024-02-02,2024-01-30,good
86,3,2024-03-02,2024-02-23,good
86,4,2024-04-02,2024-03-25,good
86,5,2024-05-02,2024-04-24,good
86,6,2024-06-02,2024-05-26,good
86,7,2024-07-02,2024-06-27,good
86,8,2024-08-02,2024-07-25,good
86,9,2024-09-02,2024-08-26,good
86,10,2024-10-02,2024-09-27,good
86,11,2024-11-02,2024-10-25,good
86,12,2024-12-02,2024-11-24,good
87,1,2024-01-02,2024-01-17,risky
87,2,2024-02-02,2024-02-17,risky
87,3,2024-03-02,2024-05-01,risky
87,4,2024-04-02,2024-04-02,risky
87,5,2024-05-02,2024-05-07,risky
87,6,2024-06-02,2024-06-17,risky
87,7,2024-07-02,2024-08-16,risky
87,8,2024-08-02,2024-08-07,risky
87,9,2024-09-02,2024-09-02,risky
87,10,2024-10-02,2024-10-07,risky
87,11,2024-11-02,2024-11-07,risky
87,12,2024-12-02,2024-12-02,risky
88,1,2024-01-02,2023-12-26,good
88,2,2024-02-02,2024-01-23,good
88,3,2024-03-02,2024-02-21,good
88,4,2024-04-02,2024-03-18,good
88,5,2024-05-02,2024-04-22,good
88,6,2024-06-02,2024-05-25,good
88,7,2024-07-02,2024-06-27,good
88,8,2024-08-02,2024-07-18,good
88,9,2024-09-02,2024-08-25,good
88,10,2024-10-02,2024-09-22,good
88,11,2024-11-02,2024-10-30,good
88,12,2024-12-02,2024-11-27,good
89,1,2024-01-02,2023-12-23,good
89,2,2024-02-02,2024-01-30,good
89,3,2024-03-02,2024-02-16,good
89,4,2024-04-02,2024-03-21,good
89,5,2024-05-02,2024-04-22,good
89,6,2024-06-02,2024-05-21,good
89,7,2024-07-02,2024-07-01,good
89,8,2024-08-02,2024-07-28,good
89,9,2024-09-02,2024-08-23,good
89,10,2024-10-02,2024-09-25,good
89,11,2024-11-02,2024-11-02,good
89,12,2024-12-02,2024-11-29,good
90,1,2024-01-02,2024-01-05,mixed
90,2,2024-02-02,2024-02-16,mixed
90,3,2024-03-02,2024-02-22,mixed
90,4,2024-04-02,2024-04-11,mixed
90,5,2024-05-02,2024-04-28,mixed
90,6,2024-06-02,2024-06-14,mixed
90,7,2024-07-02,2024-07-10,mixed
90,8,2024-08-02,2024-07-29,mixed
90,9,2024-09-02,2024-08-27,mixed
90,10,2024-10-02,2024-09-27,mixed
90,11,2024-11-02,2024-10-30,mixed
90,12,2024-12-02,2024-12-05,mixed
91,1,2024-01-02,2023-12-18,good
91,2,2024-02-02,2024-01-23,good
91,3,2024-03-02,2024-02-16,good
91,4,2024-04-02,2024-04-01,good
91,5,2024-05-02,2024-04-27,good
91,6,2024-06-02,2024-05-28,good
91,7,2024-07-02,2024-06-25,good
91,8,2024-08-02,2024-07-21,good
91,9,2024-09-02,2024-08-25,good
91,10,2024-10-02,2024-09-25,good
91,11,2024-11-02,2024-10-25,good
91,12,2024-12-02,2024-11-22,good
92,1,2024-01-02,2023-12-25,good
92,2,2024-02-02,2024-02-02,good
92,3,2024-03-02,2024-02-28,good
92,4,2024-04-02,2024-03-25,good
92,5,2024-05-02,2024-04-25,good
92,6,2024-06-02,2024-05-28,good
92,7,2024-07-02,2024-06-17,good
92,8,2024-08-02,2024-07-30,good
92,9,2024-09-02,2024-08-30,good
92,10,2024-10-02,2024-09-24,good
92,11,2024-11-02,2024-10-23,good
92,12,2024-12-02,2024-11-22,good
93,1,2024-01-02,2023-12-18,good
93,2,2024-02-02,2024-01-30,good
93,3,2024-03-02,2024-02-16,good
93,4,2024-04-02,2024-03-23,good
93,5,2024-05-02,2024-04-29,good
93,6,2024-06-02,2024-05-28,good
93,7,2024-07-02,2024-06-22,good
93,8,2024-08-02,2024-07-23,good
93,9,2024-09-02,2024-08-18,good
93,10,2024-10-02,2024-09-25,good
93,11,2024-11-02,2024-10-18,good
93,12,2024-12-02,2024-11-24,good
94,1,2024-01-02,2024-01-07,risky
94,2,2024-02-02,2024-03-18,risky
94,3,2024-03-02,2024-05-01,risky
94,4,2024-04-02,2024-04-07,risky
94,5,2024-05-02,2024-06-16,risky
94,6,2024-06-02,2024-06-17,risky
94,7,2024-07-02,2024-08-16,risky
94,8,2024-08-02,2024-09-01,risky
94,9,2024-09-02,2024-10-02,risky
94,10,2024-10-02,2024-10-17,risky
94,11,2024-11-02,2024-12-17,risky
94,12,2024-12-02,2025-01-01,risky
95,1,2024-01-02,2023-12-30,good
95,2,2024-02-02,2024-01-21,good
95,3,2024-03-02,2024-02-19,good
95,4,2024-04-02,2024-03-21,good
95,5,2024-05-02,2024-04-22,good
95,6,2024-06-02,2024-05-21,good
95,7,2024-07-02,2024-06-29,good
95,8,2024-08-02,2024-07-21,good
95,9,2024-09-02,2024-08-26,good
95,10,2024-10-02,2024-09-20,good
95,11,2024-11-02,2024-10-30,good
95,12,2024-12-02,2024-12-01,good
96,1,2024-01-02,2023-12-30,good
96,2,2024-02-02,2024-01-18,good
96,3,2024-03-02,2024-02-26,good
96,4,2024-04-02,2024-03-21,good
96,5,2024-05-02,2024-04-29,good
96,6,2024-06-02,2024-05-18,good
96,7,2024-07-02,2024-06-25,good
96,8,2024-08-02,2024-07-28,good
96,9,2024-09-02,2024-08-23,good
96,10,2024-10-02,2024-09-20,good
96,11,2024-11-02,2024-10-18,good
96,12,2024-12-02,2024-11-22,good
97,1,2024-01-02,2023-12-21,good
97,2,2024-02-02,2024-01-23,good
97,3,2024-03-02,2024-02-16,good
97,4,2024-04-02,2024-03-28,good
97,5,2024-05-02,2024-04-20,good
97,6,2024-06-02,2024-05-23,good
97,7,2024-07-02,2024-06-17,good
97,8,2024-08-02,2024-07-25,good
97,9,2024-09-02,2024-08-28,good
97,10,2024-10-02,2024-09-22,good
97,11,2024-11-02,2024-10-21,good
97,12,2024-12-02,2024-11-27,good
98,1,2024-01-02,2023-12-29,mixed
98,2,2024-02-02,2024-02-14,mixed
98,3,2024-03-02,2024-02-29,mixed
98,4,2024-04-02,2024-04-14,mixed
98,5,2024-05-02,2024-05-01,mixed
98,6,2024-06-02,2024-06-06,mixed
98,7,2024-07-02,2024-06-26,mixed
98,8,2024-08-02,2024-08-01,mixed
98,9,2024-09-02,2024-09-08,mixed
98,10,2024-10-02,2024-09-26,mixed
98,11,2024-11-02,2024-11-17,mixed
98,12,2024-12-02,2024-11-26,mixed
99,1,2024-01-02,2023-12-31,mixed
99,2,2024-02-02,2024-01-31,mixed
99,3,2024-03-02,2024-03-04,mixed
99,4,2024-04-02,2024-04-03,mixed
99,5,2024-05-02,2024-05-06,mixed
99,6,2024-06-02,2024-06-14,mixed
99,7,2024-07-02,2024-07-15,mixed
99,8,2024-08-02,2024-07-29,mixed
99,9,2024-09-02,2024-09-06,mixed
99,10,2024-10-02,2024-10-11,mixed
99,11,2024-11-02,2024-11-07,mixed
99,12,2024-12-02,2024-12-17,mixed
100,1,2024-01-02,2023-12-25,good
100,2,2024-02-02,2024-01-28,good
100,3,2024-03-02,2024-02-24,good
100,4,2024-04-02,2024-03-25,good
100,5,2024-05-02,2024-04-22,good
100,6,2024-06-02,2024-06-02,good
100,7,2024-07-02,2024-06-24,good
100,8,2024-08-02,2024-07-25,good
100,9,2024-09-02,2024-08-21,good
100,10,2024-10-02,2024-09-27,good
100,11,2024-11-02,2024-10-26,good
100,12,2024-12-02,2024-11-20,good
101,1,2024-01-02,2023-12-26,good
101,2,2024-02-02,2024-01-26,good
101,3,2024-03-02,2024-02-21,good
101,4,2024-04-02,2024-04-01,good
101,5,2024-05-02,2024-04-20,good
101,6,2024-06-02,2024-05-25,good
101,7,2024-07-02,2024-06-29,good
101,8,2024-08-02,2024-07-25,good
101,9,2024-09-02,2024-08-26,good
101,10,2024-10-02,2024-09-22,good
101,11,2024-11-02,2024-10-23,good
101,12,2024-12-02,2024-12-02,good
102,1,2024-01-02,2023-12-30,good
102,2,2024-02-02,2024-01-21,good
102,3,2024-03-02,2024-02-19,good
102,4,2024-04-02,2024-03-18,good
102,5,2024-05-02,2024-04-25,good
102,6,2024-06-02,2024-05-23,good
102,7,2024-07-02,2024-06-29,good
102,8,2024-08-02,2024-07-25,good
102,9,2024-09-02,2024-09-01,good
102,10,2024-10-02,2024-09-20,good
102,11,2024-11-02,2024-10-30,good
102,12,2024-12-02,2024-11-27,good
103,1,2024-01-02,2024-01-04,mixed
103,2,2024-02-02,2024-01-31,mixed
103,3,2024-03-02,2024-02-27,mixed
103,4,2024-04-02,2024-04-11,mixed
103,5,2024-05-02,2024-05-15,mixed
103,6,2024-06-02,2024-06-06,mixed
103,7,2024-07-02,2024-06-27,mixed
103,8,2024-08-02,2024-07-25,mixed
103,9,2024-09-02,2024-09-15,mixed
103,10,2024-10-02,2024-09-28,mixed
103,11,2024-11-02,2024-11-04,mixed
103,12,2024-12-02,2024-12-03,mixed
104,1,2024-01-02,2023-12-21,good
104,2,2024-02-02,2024-01-21,good
104,3,2024-03-02,2024-02-24,good
104,4,2024-04-02,2024-03-25,good
104,5,2024-05-02,2024-04-20,good
104,6,2024-06-02,2024-05-25,good
104,7,2024-07-02,2024-06-17,good
104,8,2024-08-02,2024-07-26,good
104,9,2024-09-02,2024-08-23,good
104,10,2024-10-02,2024-09-27,good
104,11,2024-11-02,2024-10-23,good
104,12,2024-12-02,2024-11-24,good
105,1,2024-01-02,2023-12-18,good
105,2,2024-02-02,2024-01-23,good
105,3,2024-03-02,2024-02-23,good
105,4,2024-04-02,2024-03-26,good
105,5,2024-05-02,2024-04-22,good
105,6,2024-06-02,2024-05-26,good
105,7,2024-07-02,2024-06-29,good
105,8,2024-08-02,2024-07-28,good
105,9,2024-09-02,2024-08-18,good
105,10,2024-10-02,2024-09-24,good
105,11,2024-11-02,2024-10-21,good
105,12,2024-12-02,2024-11-20,good
106,1,2024-01-02,2024-01-07,risky
106,2,2024-02-02,2024-02-17,risky
106,3,2024-03-02,2024-04-01,risky
106,4,2024-04-02,2024-05-02,risky
106,5,2024-05-02,2024-06-01,risky
106,6,2024-06-02,2024-06-02,risky
106,7,2024-07-02,2024-07-17,risky
106,8,2024-08-02,2024-08-17,risky
106,9,2024-09-02,2024-09-07,risky
106,10,2024-10-02,2024-10-17,risky
106,11,2024-11-02,2024-11-02,risky
106,12,2024-12-02,2024-12-07,risky
107,1,2024-01-02,2023-12-21,good
107,2,2024-02-02,2024-01-26,good
107,3,2024-03-02,2024-02-24,good
107,4,2024-04-02,2024-03-28,good
107,5,2024-05-02,2024-04-20,good
107,6,2024-06-02,2024-05-21,good
107,7,2024-07-02,2024-06-20,good
107,8,2024-08-02,2024-07-26,good
107,9,2024-09-02,2024-08-28,good
107,10,2024-10-02,2024-09-17,good
107,11,2024-11-02,2024-10-30,good
107,12,2024-12-02,2024-11-17,good
108,1,2024-01-02,2023-12-28,good
108,2,2024-02-02,2024-01-30,good
108,3,2024-03-02,2024-02-26,good
108,4,2024-04-02,2024-03-28,good
108,5,2024-05-02,2024-04-22,good
108,6,2024-06-02,2024-05-28,good
108,7,2024-07-02,2024-06-17,good
108,8,2024-08-02,2024-07-30,good
108,9,2024-09-02,2024-08-25,good
108,10,2024-10-02,2024-09-27,good
108,11,2024-11-02,2024-10-25,good
108,12,2024-12-02,2024-11-25,good
109,1,2024-01-02,2023-12-28,good
109,2,2024-02-02,2024-01-18,good
109,3,2024-03-02,2024-02-16,good
109,4,2024-04-02,2024-03-21,good
109,5,2024-05-02,2024-04-20,good
109,6,2024-06-02,2024-05-30,good
109,7,2024-07-02,2024-06-20,good
109,8,2024-08-02,2024-08-01,good
109,9,2024-09-02,2024-08-23,good
109,10,2024-10-02,2024-09-20,good
109,11,2024-11-02,2024-10-28,good
109,12,2024-12-02,2024-11-25,good
110,1,2024-01-02,2023-12-26,good
110,2,2024-02-02,2024-01-28,good
110,3,2024-03-02,2024-02-19,good
110,4,2024-04-02,2024-04-02,good
110,5,2024-05-02,2024-05-01,good
110,6,2024-06-02,2024-05-26,good
110,7,2024-07-02,2024-06-20,good
110,8,2024-08-02,2024-07-26,good
110,9,2024-09-02,2024-08-18,good
110,10,2024-10-02,2024-09-17,good
110,11,2024-11-02,2024-10-23,good
110,12,2024-12-02,2024-11-24,good
111,1,2024-01-02,2024-02-01,risky
111,2,2024-02-02,2024-03-03,risky
111,3,2024-03-02,2024-03-17,risky
111,4,2024-04-02,2024-04-17,risky
111,5,2024-05-02,2024-05-17,risky
111,6,2024-06-02,2024-08-01,risky
111,7,2024-07-02,2024-07-02,risky
111,8,2024-08-02,2024-09-16,risky
111,9,2024-09-02,2024-10-02,risky
111,10,2024-10-02,2024-10-17,risky
111,11,2024-11-02,2024-12-02,risky
111,12,2024-12-02,2024-12-17,risky
112,1,2024-01-02,2024-02-16,risky
112,2,2024-02-02,2024-02-17,risky
112,3,2024-03-02,2024-03-17,risky
112,4,2024-04-02,2024-05-02,risky
112,5,2024-05-02,2024-06-16,risky
112,6,2024-06-02,2024-06-07,risky
112,7,2024-07-02,2024-08-01,risky
112,8,2024-08-02,2024-09-01,risky
112,9,2024-09-02,2024-10-02,risky
112,10,2024-10-02,2024-10-07,risky
112,11,2024-11-02,2024-12-02,risky
112,12,2024-12-02,2025-01-16,risky
